order_id,customer_id,order_date,country,category,quantity,unit_price,discount,payment_method,customer_rating
ORD-001718,CUST-00569,2024-06-12 09:29:00,Italy,Clothing,2,90.99,0.1,Credit Card,3.0
ORD-000995,CUST-00795,2025-01-31 10:43:00,Belgium,Clothing,2,197.81,0.1,Credit Card,4.0
ORD-004789,CUST-00460,2025-11-14 22:54:00,Germany,Books,2,25.34,0.15,PayPal,5.0
ORD-002776,CUST-00453,2024-04-09 19:50:00,France,Clothing,2,183.73,0.3,PayPal,5.0
ORD-004060,CUST-00891,2024-12-21 23:38:00,France,Clothing,5,145.97,0.15,PayPal,5.0
ORD-000024,CUST-01391,2025-12-01 21:35:00,Netherlands,Home,1,177.55,0.2,Credit Card,4.0
ORD-000950,CUST-00418,2025-11-05 01:12:00,France,Books,1,23.07,0.0,Credit Card,3.0
ORD-000241,CUST-00211,2025-12-17 09:41:00,France,Home,4,333.41,0.1,Credit Card,5.0
ORD-001555,CUST-00687,2024-03-13 07:02:00,Italy,Books,1,28.13,0.15,Apple Pay,5.0
ORD-001435,CUST-00480,2025-02-06 19:27:00,Germany,Electronics,2,415.0,0.0,PayPal,5.0
ORD-001671,CUST-01145,2025-04-22 10:39:00,Germany,Sports,2,187.73,0.0,Bank Transfer,1.0
ORD-000486,CUST-00349,2024-05-22 07:38:00,Spain,Books,6,51.64,0.0,Credit Card,5.0
ORD-002754,CUST-00978,2025-05-26 15:40:00,France,Clothing,2,162.4,0.0,Bank Transfer,4.0
ORD-003652,CUST-00108,2025-09-05 12:57:00,France,Books,2,39.9,0.05,Bank Transfer,4.0
ORD-004272,CUST-00798,2024-10-24 01:48:00,Italy,Electronics,1,499.67,0.1,Credit Card,5.0
ORD-000804,CUST-01378,2024-02-14 01:09:00,France,Sports,3,229.3,0.0,Credit Card,5.0
ORD-003781,CUST-00085,2025-09-02 23:42:00,Germany,Home,3,107.66,0.0,Apple Pay,3.0
ORD-001740,CUST-00307,2025-01-07 16:50:00,Italy,Books,6,8.4,0.0,Credit Card,5.0
ORD-004016,CUST-00213,2025-12-08 11:24:00,Germany,Clothing,8,76.97,0.0,PayPal,1.0
ORD-002196,CUST-01225,2024-04-06 04:06:00,France,Sports,5,400.0,0.05,PayPal,5.0
ORD-000085,CUST-00945,2025-06-06 13:20:00,Spain,Clothing,7,159.54,0.0,Apple Pay,4.0
ORD-002124,CUST-00916,2024-11-03 19:00:00,Netherlands,Sports,1,345.85,0.15,Credit Card,5.0
ORD-003017,CUST-00799,2025-03-10 02:12:00,Spain,Sports,1,213.61,0.0,Apple Pay,1.0
ORD-002534,CUST-00256,2025-12-06 19:12:00,Germany,Electronics,1,429.94,0.15,Apple Pay,4.0
ORD-001872,CUST-00311,2025-12-31 14:17:00,Spain,Home,6,127.83,0.1,PayPal,5.0
ORD-000107,CUST-01171,2025-07-11 05:18:00,France,Clothing,2,176.9,0.0,Bank Transfer,4.0
ORD-003151,CUST-01070,2025-05-30 02:44:00,Italy,Books,1,34.55,0.2,Bank Transfer,1.0
ORD-002990,CUST-00643,2025-07-14 23:19:00,France,Sports,1,119.25,0.0,Credit Card,5.0
ORD-001579,CUST-00170,2024-10-18 05:12:00,Spain,Clothing,3,105.35,0.1,PayPal,3.0
ORD-000200,CUST-01443,2025-05-11 18:46:00,Italy,Home,3,293.44,0.05,Bank Transfer,4.0
ORD-004412,CUST-00882,2024-04-23 03:34:00,France,Electronics,2,1200.0,0.0,Bank Transfer,5.0
ORD-003066,CUST-00826,2024-09-02 01:14:00,France,Books,3,38.55,0.0,Credit Card,4.0
ORD-004956,CUST-00290,2024-12-31 01:12:00,Germany,Sports,3,216.74,0.0,PayPal,
ORD-004241,CUST-00504,2025-02-13 05:47:00,France,Books,4,26.12,0.0,PayPal,3.0
ORD-004657,CUST-00200,2025-03-16 17:58:00,Netherlands,Books,5,43.1,0.0,Credit Card,2.0
ORD-003131,CUST-00539,2024-08-12 22:36:00,Spain,Home,4,328.25,0.15,Credit Card,3.0
ORD-002182,CUST-00361,2025-10-02 20:14:00,Italy,Clothing,2,88.4,0.15,PayPal,5.0
ORD-003415,CUST-00897,2024-08-24 17:27:00,France,Electronics,4,381.22,0.0,Bank Transfer,3.0
ORD-000882,CUST-01277,2025-04-03 02:32:00,Belgium,Clothing,1,235.45,0.05,Credit Card,
ORD-004223,CUST-01239,2025-02-22 13:50:00,Belgium,Clothing,4,111.48,0.0,Credit Card,3.0
ORD-004570,CUST-00307,2025-06-15 05:41:00,Netherlands,Sports,4,173.39,0.0,PayPal,5.0
ORD-003894,CUST-00303,2025-06-20 11:09:00,Germany,Electronics,2,475.21,0.05,Credit Card,5.0
ORD-000554,CUST-00477,2024-06-12 01:56:00,France,,2,108.83,0.05,Bank Transfer,3.0
ORD-000734,CUST-01162,2024-11-16 16:17:00,Netherlands,Home,4,215.97,0.05,Apple Pay,5.0
ORD-000180,CUST-00752,2025-09-06 19:59:00,Spain,Electronics,3,301.37,0.05,Credit Card,5.0
ORD-000417,CUST-01454,2024-02-15 04:41:00,Germany,Clothing,4,126.19,0.15,Apple Pay,1.0
ORD-000080,CUST-01005,2025-08-24 21:54:00,Italy,Electronics,1,588.55,0.15,Credit Card,5.0
ORD-000473,CUST-00649,2024-06-03 02:58:00,Italy,Home,1,73.95,0.0,Bank Transfer,3.0
ORD-000671,CUST-01429,2024-01-22 13:44:00,France,Books,3,34.47,0.2,Credit Card,4.0
ORD-004909,CUST-01198,2024-08-02 01:25:00,Germany,Sports,1,120.1,0.15,PayPal,4.0
ORD-001502,CUST-00391,2025-01-22 00:21:00,Germany,Electronics,2,788.03,0.0,Credit Card,4.0
ORD-002803,CUST-01484,2024-02-13 02:20:00,France,Clothing,2,110.81,0.0,Credit Card,3.0
ORD-002093,CUST-01208,2024-12-24 01:10:00,France,Books,4,24.96,0.0,PayPal,2.0
ORD-000249,CUST-01181,2024-01-13 00:25:00,France,Home,1,299.71,0.0,PayPal,2.0
ORD-000539,CUST-00811,2024-05-30 00:28:00,Germany,Home,2,111.22,0.0,PayPal,5.0
ORD-001346,CUST-01497,2024-08-06 14:45:00,Germany,Electronics,2,393.65,0.0,PayPal,5.0
ORD-004699,CUST-00452,2025-10-17 16:26:00,Germany,Electronics,1,414.6,0.05,Apple Pay,3.0
ORD-001271,CUST-00554,2025-10-23 14:33:00,France,Sports,1,400.0,0.0,PayPal,3.0
ORD-000229,CUST-00821,2025-02-01 10:45:00,France,Electronics,1,359.48,0.0,Credit Card,3.0
ORD-000298,CUST-00659,2024-11-01 03:19:00,Germany,Electronics,6,738.23,0.0,Apple Pay,4.0
ORD-002821,CUST-00812,2025-05-01 19:32:00,France,Home,1,394.57,0.0,Credit Card,3.0
ORD-003723,CUST-01127,2025-04-18 13:46:00,Spain,Books,1,60.75,0.1,Credit Card,3.0
ORD-001184,CUST-00673,2024-06-03 21:02:00,Belgium,Electronics,1,421.72,0.1,Credit Card,5.0
ORD-002060,CUST-00605,2024-12-23 22:36:00,Germany,Clothing,4,88.8,0.0,Credit Card,2.0
ORD-000466,CUST-01450,2024-03-09 13:09:00,Belgium,Electronics,3,243.14,0.1,Bank Transfer,1.0
ORD-002992,CUST-00957,2025-03-12 19:03:00,Germany,Electronics,1,848.03,0.2,Apple Pay,4.0
ORD-000506,CUST-00681,2024-08-13 06:33:00,Italy,Books,3,21.32,0.15,PayPal,4.0
ORD-004081,CUST-01356,2024-03-03 22:10:00,Germany,Home,2,500.0,0.0,PayPal,5.0
ORD-003173,CUST-00648,2025-10-17 17:21:00,Belgium,Sports,4,137.31,0.0,PayPal,2.0
ORD-002094,CUST-00297,2025-02-15 04:23:00,Germany,Electronics,2,1200.0,0.15,Apple Pay,4.0
ORD-001670,CUST-01089,2024-05-01 22:02:00,Spain,Home,2,249.51,0.05,Credit Card,5.0
ORD-001753,CUST-00944,2025-07-24 22:30:00,Spain,Clothing,5,168.64,0.15,Credit Card,5.0
ORD-004785,CUST-01267,2024-04-28 14:14:00,France,Electronics,3,586.53,0.1,Credit Card,5.0
ORD-002654,CUST-00560,2024-09-11 16:45:00,Spain,Books,2,55.26,0.0,Bank Transfer,5.0
ORD-000427,CUST-01297,2024-01-29 09:00:00,France,Sports,4,257.08,0.3,Credit Card,4.0
ORD-001259,CUST-00811,2025-01-11 03:49:00,Germany,Books,1,33.27,0.0,Credit Card,5.0
ORD-001074,CUST-00788,2025-01-14 07:19:00,France,Clothing,4,71.96,0.1,Credit Card,5.0
ORD-002907,CUST-00938,2024-06-10 02:19:00,Italy,Home,2,108.92,0.0,Apple Pay,4.0
ORD-003892,CUST-01389,2025-08-28 08:06:00,Belgium,Home,1,135.8,0.0,Credit Card,5.0
ORD-004872,CUST-01436,2025-05-19 04:03:00, Netherlands,Home,3,115.67,0.0,Apple Pay,4.0
ORD-000658,CUST-00950,2025-07-02 05:40:00,Italy,Books,1,58.67,0.0,Bank Transfer,4.0
ORD-000394,CUST-00900,2025-11-02 09:52:00,Spain,Home,3,316.18,0.05,PayPal,2.0
ORD-003394,CUST-00283,2024-11-17 00:22:00,France,Sports,1,356.67,0.0,Credit Card,5.0
ORD-000280,CUST-00125,2024-01-26 06:42:00,Netherlands,Sports,4,400.0,0.1,Apple Pay,5.0
ORD-003719,CUST-01024,2025-08-12 05:31:00,Spain,Electronics,1,660.67,0.1,Bank Transfer,4.0
ORD-004580,CUST-00439,2025-07-13 00:46:00,France,Clothing,4,250.0,0.2,Credit Card,4.0
ORD-001076,CUST-00246,2025-07-17 14:30:00,France,Clothing,1,250.0,0.0,Bank Transfer,5.0
ORD-001136,CUST-00088,2024-03-18 02:36:00,Netherlands,Books,2,34.66,0.05,Bank Transfer,5.0
ORD-001589,CUST-01293,2025-07-09 14:21:00,France,Books,5,50.91,0.05,Apple Pay,1.0
ORD-000578,CUST-00786,2024-08-29 14:41:00,Germany,Electronics,3,1200.0,0.0,Bank Transfer,2.0
ORD-002292,CUST-00483,2024-06-24 13:23:00,Italy,Electronics,3,521.22,0.0,Credit Card,4.0
ORD-001053,CUST-00753,2024-02-12 03:55:00,Belgium,Sports,4,147.95,0.0,Credit Card,3.0
ORD-001091,CUST-00755,2024-09-08 00:07:00,Spain,Clothing,5,142.8,0.05,Credit Card,5.0
ORD-003412,CUST-01480,2024-08-02 12:41:00,France,Home,2,317.25,0.1,Credit Card,2.0
ORD-001428,CUST-01354,2024-05-26 02:00:00,France,Electronics,4,718.1,0.15,PayPal,2.0
ORD-001050,CUST-00180,2024-05-07 02:01:00,France,Books,1,80.0,0.15,PayPal,3.0
ORD-004457,CUST-00887,2024-06-15 18:07:00,France,Clothing,4,94.07,0.0,Bank Transfer,3.0
ORD-002519,CUST-00215,2025-04-25 15:11:00,France,Clothing,1,109.33,0.0,Credit Card,5.0
ORD-003163,CUST-00241,2025-05-04 19:01:00,Belgium,Sports,2,240.59,0.05,Credit Card,3.0
ORD-000009,CUST-00303,2025-09-29 02:15:00,France,Clothing,4,250.0,0.0,Credit Card,3.0
ORD-003858,CUST-00028,2024-05-02 03:24:00,France,Sports,2,175.85,0.0,Credit Card,4.0
ORD-003516,CUST-01459,2024-03-05 16:57:00,Belgium,Books,1,46.22,0.1,Bank Transfer,5.0
ORD-004070,CUST-00151,2025-12-23 11:39:00,Italy,Home,3,149.74,0.15,Credit Card,
ORD-000145,CUST-01489,2024-08-31 12:31:00,Germany,Clothing,1,144.02,0.0,Credit Card,
ORD-001955,CUST-01457,2024-01-09 10:48:00,Belgium,Home,1,214.54,0.0,Credit Card,5.0
ORD-000562,CUST-00066,2025-08-23 08:09:00,Germany,Sports,4,146.58,0.0,Bank Transfer,5.0
ORD-003104,CUST-00659,2025-08-14 03:44:00,Italy,Clothing,4,248.41,0.05,PayPal,5.0
ORD-003787,CUST-00266,2024-07-25 09:50:00,Spain,Home,2,299.52,0.05,Credit Card,4.0
ORD-004765,CUST-00656,2025-01-06 10:01:00,France,Clothing,2,120.2,0.2,Credit Card,5.0
ORD-000152,CUST-00423,2025-07-27 07:08:00,Belgium,Sports,2,74.19,0.0,Credit Card,2.0
ORD-000423,CUST-01150,2025-05-20 01:16:00,Germany,Home,4,430.13,0.05,Credit Card,4.0
ORD-001019,CUST-00063,2025-05-25 15:36:00,France,Books,1,45.31,0.0,Bank Transfer,
ORD-002707,CUST-01060,2025-04-28 05:07:00,France,Home,2,334.36,0.1,Credit Card,1.0
ORD-003376,CUST-00758,2024-03-28 01:26:00,Belgium,Home,2,130.52,0.0,Credit Card,
ORD-001213,CUST-00692,2024-01-15 20:45:00,France,Electronics,1,278.66,0.15,Credit Card,3.0
ORD-003045,CUST-00284,2025-10-07 17:31:00,Netherlands,Sports,3,185.42,0.1,PayPal,5.0
ORD-000799,CUST-00474,2025-03-09 01:29:00,Netherlands,Electronics,2,1200.0,0.0,Credit Card,1.0
ORD-003164,CUST-00472,2024-12-06 16:59:00,France,Books,3,28.54,0.15,Credit Card,5.0
ORD-002715,CUST-00760,2024-01-24 12:53:00,France,Home,3,500.0,0.0,PayPal,4.0
ORD-000415,CUST-00027,2025-11-02 07:48:00,France,Electronics,1,941.72,0.0,Credit Card,3.0
ORD-002303,CUST-00855,2025-08-31 01:31:00,Belgium,Home,1,500.0,0.0,Credit Card,5.0
ORD-004762,CUST-01272,2024-04-16 21:53:00,Germany,Home,6,243.07,0.05,Credit Card,2.0
ORD-003998,CUST-01269,2025-01-20 00:09:00,Germany,Clothing,4,230.57,0.05,Credit Card,1.0
ORD-000625,CUST-00907,2025-12-24 07:26:00,Germany,Electronics,2,311.72,0.0,Credit Card,4.0
ORD-001616,CUST-00260,2024-07-20 13:52:00,France,Books,1,54.5,0.15,Credit Card,5.0
ORD-000765,CUST-00542,2024-07-22 08:14:00,Spain,Clothing,1,175.44,0.05,Credit Card,4.0
ORD-002681,CUST-00176,2024-02-17 23:14:00,Netherlands,Sports,3,400.0,0.05,Credit Card,2.0
ORD-004264,CUST-01135,2024-10-14 12:07:00,France,Clothing,2,177.34,0.15,Credit Card,5.0
ORD-003533,CUST-00092,2024-02-03 09:05:00,France,Electronics,2,303.73,0.0,PayPal,3.0
ORD-000812,CUST-01319,2025-06-17 09:48:00,Spain,Home,5,279.35,0.0,Apple Pay,4.0
ORD-000101,CUST-01250,2024-02-19 23:10:00,Netherlands,Home,1,136.79,0.1,PayPal,4.0
ORD-002824,CUST-01464,2024-03-12 14:58:00,Spain,Books,7,80.0,0.05,Credit Card,4.0
ORD-000654,CUST-01207,2025-02-16 06:26:00,France,Clothing,3,154.65,0.0,PayPal,4.0
ORD-000860,CUST-01202,2024-09-12 14:41:00,Germany,Sports,1,144.53,0.1,Bank Transfer,
ORD-001613,CUST-01006,2025-03-04 22:06:00,France,Electronics,2,700.23,0.0,Apple Pay,3.0
ORD-000764,CUST-01405,2024-02-07 16:45:00,Belgium,Home,5,165.69,0.0,Credit Card,5.0
ORD-000334,CUST-01245,2024-03-12 14:49:00,France,Home,1,500.0,0.05,Credit Card,4.0
ORD-001630,CUST-00191,2025-12-20 22:31:00,Spain,Electronics,1,1143.9,0.0,PayPal,5.0
ORD-004937,CUST-01442,2025-03-30 14:00:00,Germany,Clothing,3,227.86,0.1,Bank Transfer,2.0
ORD-004702,CUST-00085,2024-03-25 03:37:00,Spain,Home,1,500.0,0.0,Apple Pay,3.0
ORD-000228,CUST-00869,2025-07-29 09:25:00,France,Books,4,24.99,0.0,Credit Card,5.0
ORD-001946,CUST-00179,2025-12-02 10:08:00,Spain,Books,4,33.95,0.15,PayPal,4.0
ORD-001352,CUST-00589,2025-06-13 23:40:00,Germany,Clothing,2,164.19,0.0,Credit Card,5.0
ORD-004343,CUST-00702,2024-02-15 07:13:00,Germany,Clothing,5,200.66,0.0,Credit Card,4.0
ORD-002697,CUST-00192,2025-05-03 06:04:00,Spain,Clothing,2,250.0,0.0,PayPal,3.0
ORD-000766,CUST-01171,2024-10-11 06:14:00,France,Clothing,7,102.32,0.0,PayPal,5.0
ORD-001974,CUST-00513,2024-02-16 15:41:00,France,Electronics,1,1077.17,0.0,PayPal,3.0
ORD-004078,CUST-00903,2025-04-08 18:34:00,Germany,Books,1,45.49,0.15,Credit Card,4.0
ORD-004589,CUST-00910,2025-12-10 11:28:00,Spain,Clothing,1,142.95,0.0,PayPal,4.0
ORD-004268,CUST-01393,2024-05-17 10:54:00,Belgium,Clothing,2,112.56,0.05,Bank Transfer,5.0
ORD-003995,CUST-00768,2025-01-29 22:53:00,Germany,Clothing,6,111.83,0.1,PayPal,4.0
ORD-003317,CUST-00949,2024-10-02 09:26:00,France,Electronics,1,1016.98,0.0,PayPal,5.0
ORD-003296,CUST-01195,2025-06-05 17:09:00,France,Sports,4,100.79,0.0,Credit Card,4.0
ORD-002764,CUST-00054,2025-04-04 02:05:00,Italy,Clothing,2,159.12,0.15,PayPal,1.0
ORD-003537,CUST-00046,2024-03-19 05:44:00,Italy,Clothing,1,250.0,0.0,Credit Card,3.0
ORD-001232,CUST-01101,2025-07-13 10:52:00,Netherlands,Sports,1,400.0,0.1,PayPal,5.0
ORD-003629,CUST-01269,2024-02-22 16:12:00,Belgium,Electronics,1,345.1,0.0,Bank Transfer,3.0
ORD-003214,CUST-01447,2024-08-27 04:02:00,Germany,Electronics,1,783.25,0.0,Credit Card,4.0
ORD-002623,CUST-00156,2025-03-09 21:31:00,Italy,Books,1,65.56,0.2,Bank Transfer,3.0
ORD-004199,CUST-01429,2025-03-04 14:19:00,Netherlands,Books,1,75.6,0.0,PayPal,3.0
ORD-000374,CUST-00561,2024-07-16 05:35:00,France,Clothing,2,13785.05,0.0,PayPal,
ORD-003162,CUST-01335,2024-07-30 11:42:00,France,Books,2,80.0,0.0,Credit Card,3.0
ORD-004879,CUST-01008,2025-07-24 00:35:00,France,Electronics,5,695.3,0.1,Credit Card,5.0
ORD-004727,CUST-00148,2025-12-30 03:45:00,Germany,Home,1,500.0,0.1,Credit Card,2.0
ORD-002789,CUST-00008,2024-12-26 14:02:00,Italy,Books,3,66.68,0.0,Credit Card,3.0
ORD-000034,CUST-00832,2024-08-02 13:32:00,France,Electronics,1,392.13,0.05,Credit Card,3.0
ORD-004097,CUST-00805,2024-05-30 07:58:00,Italy,Clothing,5,92.62,0.15,Credit Card,4.0
ORD-002313,CUST-00766,2024-09-11 14:36:00,France,Electronics,3,455.58,0.0,Bank Transfer,3.0
ORD-002408,CUST-01066,2024-03-03 12:22:00,France,Clothing,3,250.0,0.05,PayPal,4.0
ORD-000927,CUST-00812,2024-11-04 06:30:00,Spain,Books,2,80.0,0.1,Credit Card,5.0
ORD-002139,CUST-00809,2024-11-22 20:46:00,Belgium,Home,4,277.72,0.1,Credit Card,3.0
ORD-001774,CUST-00592,2024-08-08 23:59:00,Spain,Electronics,1,828.2,0.05,Credit Card,4.0
ORD-002700,CUST-00178,2025-06-11 22:16:00,Germany,Clothing,5,51.87,0.1,Apple Pay,3.0
ORD-001552,CUST-01281,2024-05-10 23:24:00,Belgium,Home,3,321.76,0.1,Bank Transfer,3.0
ORD-001306,CUST-01008,2025-03-02 07:02:00,,Books,1,57.57,0.05,Credit Card,5.0
ORD-002073,CUST-00605,2025-02-06 10:17:00,Germany,Electronics,3,366.06,0.0,Credit Card,3.0
ORD-002727,CUST-00205,2024-08-28 12:40:00,Belgium,Electronics,1,627.53,0.05,Bank Transfer,2.0
ORD-002423,CUST-00156,2024-08-02 06:16:00,Germany,Clothing,1,250.0,0.2,Credit Card,1.0
ORD-003665,CUST-00770,2024-09-07 03:29:00,Italy,Clothing,1,80.54,0.15,Credit Card,3.0
ORD-002816,CUST-00142,2024-11-01 01:07:00,Germany,Home,2,425.05,0.15,Credit Card,1.0
ORD-004689,CUST-00012,2024-12-29 23:18:00,Italy,Electronics,5,1200.0,0.1,PayPal,
ORD-000811,CUST-00067,2025-10-18 19:22:00,Germany,Home,3,500.0,0.0,Bank Transfer,4.0
ORD-001363,CUST-00527,2025-05-14 11:08:00,Belgium,Sports,3,110.97,0.05,Apple Pay,4.0
ORD-000231,CUST-00695,2024-09-27 14:53:00,Germany,Home,1,87.29,0.05,Credit Card,5.0
ORD-003428,CUST-01326,2024-01-23 17:54:00,Germany,Sports,1,339.54,0.0,Apple Pay,5.0
ORD-004213,CUST-00624,2024-06-05 18:43:00,France,Sports,1,88.54,0.0,PayPal,5.0
ORD-002471,CUST-01339,2025-09-08 16:23:00,Italy,Sports,1,167.18,0.1,Bank Transfer,4.0
ORD-000492,CUST-01302,2025-11-28 05:17:00,Germany,Electronics,2,499.23,0.0,Apple Pay,
